timestamp,gnb_ip,amf_ip,latency_us,latency_ms
2025-11-30 08:05:05,10.0.1.0,10.0.0.4,1615.000,1.615
2025-11-30 08:05:06,10.0.1.1,10.0.0.4,1277.000,1.277
2025-11-30 08:05:08,10.0.1.2,10.0.0.4,1518.000,1.518
2025-11-30 08:05:12,10.0.1.3,10.0.0.4,1163.000,1.163
2025-11-30 08:05:13,10.0.1.4,10.0.0.4,1800.000,1.800
2025-11-30 08:05:13,10.0.1.5,10.0.0.4,588.000,0.588
2025-11-30 08:05:13,10.0.1.6,10.0.0.4,912.000,0.912
2025-11-30 08:05:15,10.0.1.7,10.0.0.4,1246.000,1.246
2025-11-30 08:05:15,10.0.1.8,10.0.0.4,595.000,0.595
2025-11-30 08:05:18,10.0.1.9,10.0.0.4,718.000,0.718
2025-11-30 08:05:21,10.0.1.10,10.0.0.4,951.000,0.951
2025-11-30 08:05:21,10.0.1.11,10.0.0.4,626.000,0.626
2025-11-30 08:05:27,10.0.1.12,10.0.0.4,885.000,0.885
2025-11-30 08:05:27,10.0.1.13,10.0.0.4,910.000,0.910
2025-11-30 08:05:30,10.0.1.14,10.0.0.4,574.000,0.574
2025-11-30 08:05:33,10.0.1.15,10.0.0.4,744.000,0.744
2025-11-30 08:05:34,10.0.1.16,10.0.0.4,870.000,0.870
2025-11-30 08:05:35,10.0.1.17,10.0.0.4,604.000,0.604
2025-11-30 08:05:38,10.0.1.18,10.0.0.4,1198.000,1.198
2025-11-30 08:05:41,10.0.1.19,10.0.0.4,1494.000,1.494
2025-11-30 08:05:43,10.0.1.20,10.0.0.4,589.000,0.589
2025-11-30 08:05:43,10.0.1.21,10.0.0.4,1613.000,1.613
2025-11-30 08:05:44,10.0.1.22,10.0.0.4,540.000,0.540
2025-11-30 08:05:44,10.0.1.23,10.0.0.4,1469.000,1.469
2025-11-30 08:05:45,10.0.1.24,10.0.0.4,704.000,0.704
2025-11-30 08:05:46,10.0.1.25,10.0.0.4,1509.000,1.509
2025-11-30 08:05:47,10.0.1.26,10.0.0.4,495.000,0.495
2025-11-30 08:05:48,10.0.1.27,10.0.0.4,540.000,0.540
2025-11-30 08:05:49,10.0.1.28,10.0.0.4,563.000,0.563
2025-11-30 08:05:49,10.0.1.29,10.0.0.4,1782.000,1.782
2025-11-30 08:05:57,10.0.1.30,10.0.0.4,490.000,0.490
2025-11-30 08:05:58,10.0.1.31,10.0.0.4,464.000,0.464
2025-11-30 08:06:01,10.0.1.32,10.0.0.4,2135.000,2.135
2025-11-30 08:06:02,10.0.1.33,10.0.0.4,831.000,0.831
2025-11-30 08:06:02,10.0.1.34,10.0.0.4,585.000,0.585
2025-11-30 08:06:03,10.0.1.35,10.0.0.4,504.000,0.504
2025-11-30 08:06:06,10.0.1.36,10.0.0.4,1496.000,1.496
2025-11-30 08:06:08,10.0.1.37,10.0.0.4,460.000,0.460
2025-11-30 08:06:12,10.0.1.38,10.0.0.4,858.000,0.858
2025-11-30 08:06:12,10.0.1.39,10.0.0.4,1533.000,1.533
2025-11-30 08:06:14,10.0.1.40,10.0.0.4,1592.000,1.592
2025-11-30 08:06:15,10.0.1.41,10.0.0.4,578.000,0.578
2025-11-30 08:06:16,10.0.1.42,10.0.0.4,1010.000,1.010
2025-11-30 08:06:26,10.0.1.43,10.0.0.4,1893.000,1.893
2025-11-30 08:06:26,10.0.1.44,10.0.0.4,508.000,0.508
2025-11-30 08:06:27,10.0.1.45,10.0.0.4,463.000,0.463
