timestamp,old_amf_ip,new_amf_ip,connections_migrated,migration_us,migration_ms
2025-12-18 16:10:17,10.0.0.4,10.0.0.7,3,61849.000,61.849
2025-12-18 16:14:19,10.0.0.5,10.0.0.7,8,609231.000,609.231
2025-12-18 16:18:19,10.0.0.6,10.0.0.7,8,81546.000,81.546
