timestamp,old_amf_ip,new_amf_ip,connections_migrated,migration_us,migration_ms
2026-01-03 13:57:56,10.0.0.4,10.0.0.5,0,100.000,0.100
2026-01-03 13:59:56,10.0.0.5,10.0.0.6,0,24.000,0.024
2026-01-03 14:01:57,10.0.0.6,10.0.0.7,1,1114.000,1.114
2026-01-03 14:03:57,10.0.0.7,10.0.0.8,0,15.000,0.015
