Timestamp,LB-CPU(m),LB-MEM(Mi),amf-1-CPU(m),amf-1-MEM(Mi),amf-2-CPU(m),amf-2-MEM(Mi),amf-3-CPU(m),amf-3-MEM(Mi),amf-4-CPU(m),amf-4-MEM(Mi),amf-5-CPU(m),amf-5-MEM(Mi),TOTAL-AMF-CPU,TOTAL-AMF-MEM
2026-01-06 16:17:11.161,0,0,1,9,1,9,1,9,1,9,1,9,5,45
2026-01-06 16:17:17.308,0,0,1,9,1,9,1,9,1,9,1,9,5,45
2026-01-06 16:17:23.443,0,0,1,9,1,9,1,9,1,9,1,9,5,45
2026-01-06 16:17:29.522,23,1,4,9,1,9,1,9,1,9,1,9,31,46
2026-01-06 16:17:35.590,23,1,4,9,1,9,1,9,1,9,1,9,31,46
2026-01-06 16:17:41.669,4,2,4,9,4,9,5,9,4,9,1,9,22,47
2026-01-06 16:17:47.744,4,2,4,9,4,9,5,9,4,9,1,9,22,47
2026-01-06 16:17:53.795,4,2,4,9,4,9,2,9,3,9,5,9,22,47
2026-01-06 16:17:59.923,5,2,2,9,2,9,2,9,3,9,5,9,19,47
2026-01-06 16:18:05.999,5,2,2,9,2,9,2,9,3,9,5,9,19,47
2026-01-06 16:18:12.093,4,3,2,9,1,9,2,9,2,9,2,9,13,48
2026-01-06 16:18:18.243,4,3,2,9,1,9,2,9,2,9,2,9,13,48
2026-01-06 16:18:24.303,4,3,2,10,2,9,2,9,2,9,2,10,14,50
2026-01-06 16:18:30.439,4,3,2,10,2,9,2,9,2,9,2,10,14,50
2026-01-06 16:18:36.468,4,3,2,10,2,9,2,9,2,9,2,10,14,50
2026-01-06 16:18:42.542,4,4,2,10,2,10,2,9,1,9,2,10,13,52
2026-01-06 16:18:48.639,4,4,2,10,2,10,2,9,1,9,2,10,13,52
2026-01-06 16:18:54.674,4,4,2,10,2,10,2,10,2,10,2,10,14,54
2026-01-06 16:19:00.742,4,4,2,10,2,10,2,10,2,10,2,10,14,54
2026-01-06 16:19:06.762,4,4,2,10,2,10,2,10,2,10,2,10,14,54
2026-01-06 16:19:12.805,4,5,2,10,2,10,3,10,2,10,2,10,15,55
2026-01-06 16:19:18.846,4,5,2,10,2,10,3,10,2,10,2,10,15,55
2026-01-06 16:19:24.907,3,5,2,10,2,10,2,10,2,10,2,10,13,55
2026-01-06 16:19:30.937,3,5,2,10,2,10,2,10,2,10,2,10,13,55
2026-01-06 16:19:36.981,3,5,2,10,2,10,2,10,2,10,2,10,13,55
2026-01-06 16:19:43.107,4,6,2,10,2,10,1,10,2,10,2,10,13,56
2026-01-06 16:19:49.111,4,6,2,10,2,10,1,10,2,10,2,10,13,56
2026-01-06 16:19:55.187,3,6,2,10,2,10,2,10,2,10,2,10,13,56
2026-01-06 16:20:01.207,3,6,2,10,2,10,2,10,2,10,2,10,13,56
