timestamp,old_amf_ip,new_amf_ip,connections_migrated,migration_us,migration_ms
2025-12-01 12:16:44,10.0.0.4,10.0.0.6,0,13.000,0.013
2025-12-01 12:19:44,10.0.0.5,10.0.0.8,0,9.000,0.009
