timestamp,old_amf_ip,new_amf_ip,connections_migrated,migration_us,migration_ms
2025-11-30 11:47:56,10.0.0.4,10.0.0.5,0,15.000,0.015
2025-11-30 11:49:56,10.0.0.5,10.0.0.6,0,13.000,0.013
