timestamp,old_amf_ip,new_amf_ip,connections_migrated,migration_us,migration_ms
2026-01-03 12:35:59,10.0.0.4,10.0.0.5,0,114.000,0.114
2026-01-03 12:37:59,10.0.0.5,10.0.0.6,0,24.000,0.024
2026-01-03 12:40:00,10.0.0.6,10.0.0.7,0,22.000,0.022
2026-01-03 12:42:00,10.0.0.7,10.0.0.8,0,21.000,0.021
