Timestamp,TOTAL-AMF-CPU
0.0,5
8.734,5
14.064,5
19.412,5
25.443,5
30.874,5
36.395,5
41.744,5
47.714,5
53.043,5
58.748,5
64.071,5
69.411,5
74.793,5
80.181,5
87.387,5
93.801,5
99.126,6
104.573,6
110.006,6
115.376,6
120.745,6
126.131,6
131.561,6
137.168,6
142.827,6
148.406,6
154.408,6
160.918,5
166.494,5
172.406,5
183.908,5
189.279,5
194.635,5
199.992,5
205.404,5
211.089,5
218.89,5
224.25,5
231.404,0
253.244,0
259.407,0
294.944,0
300.634,0
306.302,0
311.684,0
317.091,0
322.496,5
328.335,5
333.817,5
339.182,5
344.552,5
350.653,5
356.603,5
361.931,5
367.308,5
372.914,5
379.408,5
387.409,6
396.614,6
403.743,7
409.091,7
415.408,7
422.88,7
429.591,7
434.94,7
440.813,7
446.14,13
452.409,13
463.087,3
490.563,0
496.406,0
502.408,4
509.751,5
515.113,5
520.481,5
525.843,5
531.227,5
536.565,5
541.902,5
547.36,5
552.715,5
558.591,5
563.917,5
569.235,5
574.6,5
580.637,5
586.0,5
591.34,5
596.767,6
602.159,6
607.478,6
613.838,6
619.176,6
624.583,7
630.037,7
635.38,7
640.712,6
646.589,6
652.468,7
657.83,7
663.146,7
668.519,6
674.756,6
680.762,6
686.143,7
693.429,7
698.843,6
704.16,6
710.448,6
717.443,6
722.901,6
728.238,6
733.564,6
741.445,6
747.202,6
752.802,6
758.497,7
765.499,7
773.441,7
781.031,6
786.49,6
792.692,6
798.719,6
804.454,6
811.445,6
816.954,6
822.377,6
830.502,6
836.759,6
842.161,6
847.709,6
853.054,6
858.444,6
863.885,7
869.79,7
875.116,7
880.456,6
886.443,6
897.72,6
903.519,6
908.92,6
914.544,6
920.628,6
927.445,6
932.94,6
938.571,6
943.921,6
949.455,6
956.46,5
967.46,5
972.937,5
978.262,5
983.634,5
989.001,5
994.331,5
999.698,5
1005.037,5
1010.428,5
1015.905,5
1021.461,5
1026.964,5
1032.301,5
1037.631,5
1046.468,5
1052.829,5
1059.512,5
1064.857,5
1070.223,5
1075.599,5
1080.965,5
1086.404,5
1091.871,5
1097.2,5
1103.457,5
1108.936,5
1114.328,5
1119.836,5
1125.209,5
1130.564,5
1137.346,5
1142.851,5
1148.357,5
1153.754,5
1159.492,1
1182.624,0
1188.051,0
1195.076,5
1200.514,5
1205.886,5
1211.211,5
1216.546,5
1234.49,5
1240.657,5
1246.038,5
1252.506,5
1265.989,5
1271.406,5
1276.776,5
1282.14,5
1287.523,5
1294.042,5
1299.509,5
1305.683,5
1312.495,5
1319.634,5
1326.962,5
1332.363,5
1337.812,5
1343.214,5
1348.632,5
1354.406,5
1359.825,4
1365.774,4
1371.216,4
1376.681,6
1382.244,6
1387.75,6
1393.257,6
1398.686,6
1404.509,6
1410.482,6
1415.862,6
1421.221,6
1427.539,6
1442.488,6
1447.826,6
1453.256,6
1458.66,6
1465.656,6
1472.804,6
1478.885,6
1484.524,6
1490.539,6
1499.001,6
1504.333,6
1510.695,6
1516.199,6
1524.548,6
1532.41,6
1537.864,6
1543.317,6
1548.704,6
1554.527,6
1563.571,6
1569.878,6
1575.321,6
1580.744,6
1587.533,6
1600.144,6
1605.529,6
1615.53,6
1621.157,6
1626.488,6
1633.744,6
1639.064,6
1644.53,6
1656.854,5
1662.539,5
1667.916,5
1673.529,5
1681.01,5
1686.354,5
1691.777,5
1697.592,5
1703.535,5
1712.156,5
1717.518,5
1723.745,5
1729.087,5
1734.407,5
1743.788,5
1750.655,5
1755.992,5
1761.296,5
1766.633,5
1771.956,5
1777.806,5
1783.111,5
1788.561,5
1794.604,5
1799.919,5
1805.826,5
1811.144,5
1816.487,5
1821.808,5
1827.826,5
1833.559,5
1839.97,5
1845.298,5
1850.632,5
1856.549,5
1867.029,5
1872.361,5
1877.697,5
1883.025,5
1889.549,5
1895.954,5
1901.273,5
1906.692,5
1912.551,5
1918.556,5
1923.961,5
1930.953,5
1937.552,5
1948.707,5
1954.04,5
1959.585,5
1964.915,5
1970.661,5
1975.996,5
1981.547,5
1987.874,5
1993.188,5
1998.518,5
2003.85,5
2009.254,5
2014.751,5
2020.065,5
2025.381,5
2031.56,5
2036.924,5
2042.905,5
2048.847,5
2055.753,5
2061.07,5
2066.622,5
2071.947,5
2077.746,5
2083.074,5
2088.402,5
2093.727,5
2099.091,5
2105.656,5
2110.972,5
2116.656,5
2121.981,5
2129.786,5
2135.871,5
2141.197,5
2146.507,5
2153.612,5
2159.681,5
2165.844,5
2171.166,5
2176.505,5
2181.838,5
2187.147,5
2192.468,5
2197.77,5
2203.792,5
2209.118,5
2215.654,5
2221.05,5
2226.381,5
2232.701,5
2238.015,5
2243.354,5
2248.687,5
2253.999,5
2259.907,5
2265.234,5
2270.643,5
2277.036,5
2283.018,5
2288.338,5
2293.673,5
2300.71,5
2306.937,5
2312.247,5
2317.566,5
2322.923,5
2328.246,5
2333.847,5
2339.17,5
2344.909,5
2350.719,5
2356.031,5
2361.363,5
2366.701,5
2372.027,5
2377.343,5
2382.664,5
2387.997,5
2393.53,5
2398.892,5
2404.224,5
2409.551,5
2414.867,5
2420.197,5
2425.534,5
2430.86,5
2436.237,5
2441.603,5
2446.931,5
2452.247,5
2457.844,5
2463.18,5
2468.505,5
2473.854,5
2479.184,5
2484.491,5
2489.807,5
2495.135,5
2500.459,5
2505.786,5
2511.659,5
2517.091,5
2522.435,5
2527.763,5
2533.752,5
2539.865,5
2545.189,5
2550.547,5
2555.889,5
2561.235,5
2566.566,5
2571.917,5
2577.235,5
2582.58,5
2588.019,5
2593.957,5
2599.819,5
2605.673,5
2614.128,5
2620.964,5
2626.282,5
2631.617,5
2637.689,5
2643.12,5
2648.468,5
2653.795,5
