Timestamp,LB-CPU(m),LB-MEM(Mi),amf-1-CPU(m),amf-1-MEM(Mi),amf-2-CPU(m),amf-2-MEM(Mi),amf-3-CPU(m),amf-3-MEM(Mi),amf-4-CPU(m),amf-4-MEM(Mi),amf-5-CPU(m),amf-5-MEM(Mi),TOTAL-AMF-CPU,TOTAL-AMF-MEM
2026-01-03 13:25:13.862,0,0,196,86,0,0,0,0,0,0,0,0,196,86
2026-01-03 13:25:19.349,0,0,3,8,0,0,0,0,0,0,0,0,3,8
2026-01-03 13:25:24.831,0,0,3,8,0,0,0,0,0,0,0,0,3,8
2026-01-03 13:25:30.323,0,0,3,8,0,0,0,0,0,0,0,0,3,8
2026-01-03 13:25:35.864,16,2,3,9,0,0,0,0,0,0,0,0,19,11
2026-01-03 13:25:41.498,16,2,3,9,0,0,0,0,0,0,0,0,19,11
2026-01-03 13:25:47.137,16,2,3,9,0,0,0,0,0,0,0,0,19,11
2026-01-03 13:25:52.708,13,2,3,9,0,0,0,0,0,0,0,0,16,11
2026-01-03 13:25:58.308,13,2,3,9,0,0,0,0,0,0,0,0,16,11
2026-01-03 13:26:03.812,2,3,3,9,469,9,0,0,0,0,0,0,474,21
2026-01-03 13:26:09.363,2,3,3,9,469,9,0,0,0,0,0,0,474,21
2026-01-03 13:26:14.873,2,3,3,9,469,9,0,0,0,0,0,0,474,21
2026-01-03 13:26:20.399,7,3,1,9,4,10,0,0,0,0,0,0,12,22
2026-01-03 13:26:26.026,7,3,1,9,4,10,0,0,0,0,0,0,12,22
2026-01-03 13:26:31.528,7,3,1,9,4,10,0,0,0,0,0,0,12,22
2026-01-03 13:26:37.045,2,4,1,9,2,10,391,9,0,0,0,0,396,32
2026-01-03 13:26:42.559,2,4,1,9,2,10,391,9,0,0,0,0,396,32
2026-01-03 13:26:48.067,2,4,1,9,1,10,2,10,0,0,0,0,6,33
2026-01-03 13:26:53.627,9,4,1,9,1,10,2,10,0,0,0,0,13,33
2026-01-03 13:26:59.143,9,4,1,9,1,10,2,10,0,0,0,0,13,33
2026-01-03 13:27:04.649,2,5,1,9,1,10,2,10,316,9,0,0,322,43
2026-01-03 13:27:10.142,2,5,1,9,1,10,2,10,316,9,0,0,322,43
2026-01-03 13:27:15.644,2,5,1,9,1,10,2,10,316,9,0,0,322,43
2026-01-03 13:27:21.119,7,6,1,9,1,10,1,10,2,10,0,0,12,45
2026-01-03 13:27:26.708,7,6,1,9,1,10,1,10,2,10,0,0,12,45
2026-01-03 13:27:32.201,7,6,1,9,1,10,1,10,2,10,0,0,12,45
2026-01-03 13:27:37.734,2,6,1,9,1,10,1,10,1,10,523,9,529,54
2026-01-03 13:27:43.260,2,6,1,9,1,10,1,10,1,10,523,9,529,54
2026-01-03 13:27:48.801,2,7,1,9,1,10,1,10,2,10,3,10,10,56
2026-01-03 13:27:54.380,2,7,1,9,1,10,1,10,2,10,3,10,10,56
2026-01-03 13:27:59.914,2,7,1,9,1,10,1,10,2,10,3,10,10,56
2026-01-03 13:28:05.573,2,7,1,9,1,10,1,10,1,10,3,10,9,56
2026-01-03 13:28:11.258,2,7,1,9,1,10,1,10,1,10,3,10,9,56
2026-01-03 13:28:16.935,2,7,1,9,1,10,1,10,1,10,3,10,9,56
2026-01-03 13:28:22.572,1,7,1,9,1,10,1,10,1,10,2,10,7,56
2026-01-03 13:28:28.197,1,7,1,9,1,10,1,10,1,10,2,10,7,56
2026-01-03 13:28:33.707,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:28:39.329,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:28:44.992,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:28:50.638,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:28:56.275,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:29:01.910,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:29:07.563,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:29:13.213,1,7,1,9,1,10,1,10,1,10,1,10,6,56
2026-01-03 13:29:18.716,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:24.349,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:30.009,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:35.652,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:41.303,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:46.951,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:52.590,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:29:58.224,1,6,1,9,1,10,1,10,1,10,1,10,6,55
2026-01-03 13:30:03.857,1,5,1,9,1,10,1,10,1,10,1,10,6,54
2026-01-03 13:30:09.496,1,5,1,9,1,10,1,10,1,10,1,10,6,54
2026-01-03 13:30:15.127,1,5,1,9,1,10,1,10,1,10,1,10,6,54
2026-01-03 13:30:20.772,8,5,1,9,1,10,1,10,1,10,1,10,13,54
2026-01-03 13:30:26.406,8,5,1,9,1,10,1,10,1,10,1,10,13,54
